name,module,custom,issingle,istable,is_submittable,autoname,naming_rule,title_field,search_fields,sort_field,sort_order,quick_entry,allow_rename,allow_copy,allow_import,allow_guest_to_view,restrict_to_domain,editable_grid,track_changes,read_only,in_create,is_tree,show_name_in_global_search,beta,modified
About Us Settings,Website,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2025-08-22 15:56:33.957707
About Us Team Member,Website,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:01:26.563628
Access Log,Core,0,0,0,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:01:26.702078
Account,Accounts,0,0,0,0,,,,account_number,creation,ASC,0,0,1,1,0,,0,1,0,0,1,1,0,2025-08-02 06:26:44.657146
Account Category,Accounts,0,0,0,0,field:account_category_name,By fieldname,,"account_category_name, description",creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2025-10-15 03:19:47.171349
Account Closing Balance,Accounts,0,0,0,0,,,,,creation,DESC,0,0,0,0,0,,0,0,0,1,0,0,0,2025-08-22 19:13:50.400404
Accounting Dimension,Accounts,0,0,0,0,field:label,,,,creation,ASC,0,0,0,0,0,,0,1,0,0,0,0,0,2024-03-27 13:05:56.890002
Accounting Dimension Detail,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:05:57.056874
Accounting Dimension Filter,Accounts,0,0,0,0,format:{accounting_dimension}-{#####},Expression,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-08-08 14:13:22.203011
Accounting Period,Accounts,0,0,0,0,field:period_name,By fieldname,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-12-01 16:53:44.631299
Accounts Settings,Accounts,0,1,0,0,,,,,creation,ASC,1,0,0,0,0,,1,1,0,0,0,0,0,2026-01-11 18:30:45.968531
Activity Cost,Projects,0,0,0,0,PROJ-ACC-.#####,,title,,creation,DESC,0,1,0,1,0,,0,0,0,0,0,0,0,2024-03-27 13:05:57.800347
Activity Log,Core,0,0,0,0,,,subject,subject,creation,DESC,0,0,0,1,0,,0,0,0,0,0,0,0,2024-03-23 16:01:26.898094
Activity Type,Projects,0,0,0,0,field:activity_type,,,,creation,ASC,1,1,0,1,0,,0,0,0,0,0,0,0,2024-08-16 19:22:57.706521
Address,Contacts,0,0,0,0,,,,"country, state",creation,DESC,0,1,0,1,0,,0,0,0,0,0,0,0,2024-03-23 16:01:27.068028
Address Template,Contacts,0,0,0,0,field:country,,,,creation,DESC,1,1,0,0,0,,0,0,0,0,0,0,0,2024-03-23 16:01:27.242795
Advance Payment Ledger Entry,Accounts,0,0,0,0,,,,,creation,DESC,0,1,0,0,0,,0,0,0,1,0,0,0,2025-11-13 12:45:03.014555
Advance Taxes and Charges,Accounts,0,0,1,0,,,,,creation,ASC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-12-15 06:42:18.707671
Allowed Dimension,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:05:58.587487
Allowed To Transact With,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:05:58.698893
Amended Document Naming Settings,Core,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:01:27.410335
API Request Log,Core,0,0,0,0,,,,,creation,DESC,0,1,0,0,0,,0,0,0,1,0,0,0,2025-10-29 11:26:28.177653
Applicable On Account,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:05:59.168897
Appointment,CRM,0,0,0,0,format:APMT-{customer_name}-{####},,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:05:59.300573
Appointment Booking Settings,CRM,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2026-01-02 18:18:46.617101
Appointment Booking Slots,CRM,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:05:59.620479
Asset,Assets,0,0,0,1,naming_series:,"By ""Naming Series"" field",asset_name,,modified,DESC,0,1,0,1,0,,0,1,0,0,0,1,0,2025-12-18 16:36:40.904246
Asset Activity,Assets,0,0,0,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,1,0,0,0,2024-03-27 13:06:32.933603
Asset Capitalization,Assets,0,0,0,1,naming_series:,"By ""Naming Series"" field",title,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-05-20 15:15:12.110035
Asset Capitalization Asset Item,Assets,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:33.350191
Asset Capitalization Service Item,Assets,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:33.503815
Asset Capitalization Stock Item,Assets,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-03-05 12:46:01.074742
Asset Category,Assets,0,0,0,0,field:asset_category_name,,,,creation,DESC,0,1,0,1,0,,0,1,0,0,0,1,0,2025-05-13 15:33:03.791814
Asset Category Account,Assets,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:34.012854
Asset Depreciation Schedule,Assets,0,0,0,1,naming_series:,"By ""Naming Series"" field",,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-05-23 01:17:16.708004
Asset Finance Book,Assets,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-01-06 17:14:51.836803
Asset Maintenance,Assets,0,0,0,0,field:asset_name,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:34.491299
Asset Maintenance Log,Assets,0,0,0,1,naming_series:,"By ""Naming Series"" field",,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-09-24 15:12:37.497853
Asset Maintenance Task,Assets,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:06:34.835687
Asset Maintenance Team,Assets,0,0,0,0,field:maintenance_team_name,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:34.976117
Asset Movement,Assets,0,0,0,1,format:ACC-ASM-{YYYY}-{#####},Expression,,,creation,DESC,0,0,0,1,0,,0,0,0,0,0,0,0,2025-05-30 17:01:55.864353
Asset Movement Item,Assets,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:35.272015
Asset Repair,Assets,0,0,0,1,naming_series:,"By ""Naming Series"" field",asset_name,,creation,DESC,0,0,0,1,0,,1,1,0,0,0,0,0,2026-01-06 15:48:13.862505
Asset Repair Consumed Item,Assets,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-06-27 14:52:56.311166
Asset Repair Purchase Invoice,Assets,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-08-16 16:40:32.000006
Asset Shift Allocation,Assets,0,0,0,1,naming_series:,"By ""Naming Series"" field",,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2025-01-10 16:25:31.397325
Asset Shift Factor,Assets,0,0,0,0,field:shift_name,By fieldname,,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2024-03-27 13:06:35.869900
Asset Value Adjustment,Assets,0,0,0,1,,,asset,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-12-18 15:04:18.726505
Assignment Rule,Automation,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2025-08-25 17:09:11.644603
Assignment Rule Day,Automation,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:01:27.759155
Assignment Rule User,Automation,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:01:27.847608
Audit Trail,Core,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:01:28.029916
Authorization Control,Setup,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-03-27 13:06:36.513715
Authorization Rule,Setup,0,0,0,0,HR-ARU-.#####,Expression (old style),,"transaction,based_on,system_user,system_role,approving_user,approving_role",creation,DESC,0,0,0,1,0,,0,0,0,0,0,1,0,2024-03-27 13:06:36.613880
Auto Email Report,Email,0,0,0,0,,,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2025-07-04 17:33:36.750217
Auto Repeat,Automation,0,0,0,0,format:AUT-AR-{#####},Expression,reference_document,reference_document,creation,DESC,0,1,0,1,0,,1,1,0,0,0,0,0,2025-06-09 18:20:23.775881
Auto Repeat Day,Automation,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:01:28.738641
Auto Repeat User,Automation,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-06-09 18:19:41.543336
Availability Of Slots,CRM,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:36.777002
Bank,Accounts,0,0,0,0,field:bank_name,,,,creation,DESC,1,1,0,1,0,,1,1,0,0,0,0,0,2024-03-27 13:06:36.896195
Bank Account,Accounts,0,0,0,0,,,,"bank,account",creation,DESC,0,1,0,1,0,,0,1,0,0,0,0,0,2026-01-20 00:46:16.633364
Bank Account Subtype,Accounts,0,0,0,0,field:account_subtype,,,,creation,DESC,1,1,0,1,0,,1,0,0,0,0,0,0,2024-03-27 13:06:37.221876
Bank Account Type,Accounts,0,0,0,0,field:account_type,,,,creation,DESC,1,1,0,1,0,,1,0,0,0,0,0,0,2024-03-27 13:06:37.347035
Bank Clearance,Accounts,0,1,0,0,,,,,creation,ASC,1,0,1,0,0,,0,0,1,0,0,0,0,2024-03-27 13:06:37.477927
Bank Clearance Detail,Accounts,0,0,1,0,,,,,creation,ASC,1,0,0,0,0,,1,0,0,0,0,0,0,2025-12-17 14:33:45.913311
Bank Guarantee,Accounts,0,0,0,1,ACC-BG-.YYYY.-.#####,,customer,customer,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2025-08-29 11:52:33.550847
Bank Reconciliation Tool,Accounts,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-04-28 14:40:50.910884
Bank Statement Import,Accounts,0,0,0,0,format:Bank Statement Import on {creation},Expression,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,1,2025-06-11 02:23:22.159961
Bank Transaction,Accounts,0,0,0,1,naming_series:,"By ""Naming Series"" field",bank_account,,date,DESC,0,0,0,1,0,,1,1,0,0,0,0,0,2025-12-07 20:49:18.600757
Bank Transaction Mapping,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:06:38.436517
Bank Transaction Payments,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:38.549438
Batch,Stock,0,0,0,0,field:batch_id,By fieldname,batch_id,,creation,DESC,1,0,0,1,0,,0,1,0,0,0,0,0,2024-03-27 13:06:38.677265
Bin,Stock,0,0,0,0,hash,Random,,"item_code,warehouse",creation,ASC,1,0,0,0,0,,0,0,0,1,0,0,0,2026-02-01 08:11:46.824913
Bisect Accounting Statements,Accounts,0,1,0,0,,,,,creation,DESC,0,1,0,0,0,,1,0,1,0,0,0,0,2024-03-27 13:06:39.619458
Bisect Nodes,Accounts,0,0,0,0,autoincrement,Autoincrement,,,creation,DESC,0,0,0,0,0,,1,0,1,0,0,0,0,2024-03-27 13:06:39.766063
Blanket Order,Manufacturing,0,0,0,1,naming_series:,"By ""Naming Series"" field",,"blanket_order_type, to_date",creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-12-05 15:44:21.520093
Blanket Order Item,Manufacturing,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:40.083042
Block Module,Core,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:01:28.830117
BOM,Manufacturing,0,0,0,1,,,,"item, item_name",creation,DESC,0,0,0,1,0,,0,1,0,0,0,1,0,2025-11-19 16:17:15.925156
BOM Creator,Manufacturing,0,0,0,1,prompt,Set by user,,,creation,DESC,0,0,0,1,0,,0,1,0,0,0,1,0,2024-11-25 16:41:03.047835
BOM Creator Item,Manufacturing,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-11-05 21:15:55.187671
BOM Explosion Item,Manufacturing,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-08-12 20:02:32.694836
BOM Item,Manufacturing,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-11-05 19:00:38.646539
BOM Operation,Manufacturing,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2026-01-01 17:15:59.806874
BOM Scrap Item,Manufacturing,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-07-31 16:21:44.047007
BOM Update Batch,Manufacturing,0,0,1,0,hash,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-03-27 13:06:41.529935
BOM Update Log,Manufacturing,0,0,0,1,BOM-UPDT-LOG-.#####,Expression,,,creation,DESC,0,0,0,0,0,,1,1,0,1,0,0,0,2025-12-24 12:27:06.478893
BOM Update Tool,Manufacturing,0,1,0,0,,,,,creation,DESC,0,0,1,0,0,,0,0,1,1,0,0,0,2024-03-27 13:06:41.828828
BOM Website Item,Manufacturing,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:41.946700
BOM Website Operation,Manufacturing,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:42.076959
Branch,Setup,0,0,0,0,field:branch,,,,creation,DESC,1,1,0,1,0,,0,0,0,0,0,0,0,2024-03-27 13:06:42.370664
Brand,Setup,0,0,0,0,field:brand,By fieldname,,,creation,ASC,1,1,0,1,0,,0,0,0,0,0,1,0,2024-08-20 14:10:21.377962
Budget,Accounts,0,0,0,1,naming_series:,"By ""Naming Series"" field",,,creation,DESC,0,0,0,1,0,,1,1,0,0,0,0,0,2025-12-10 02:35:01.197613
Budget Account,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:06:42.854458
Budget Distribution,Accounts,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-11-03 13:18:28.398198
Bulk Transaction Log,Bulk Transaction,0,0,0,0,,,date,,creation,DESC,0,0,1,0,0,,0,0,0,1,0,0,0,2024-03-27 13:06:43.111628
Bulk Transaction Log Detail,Bulk Transaction,0,0,0,0,,,,,creation,DESC,0,1,0,0,0,,1,1,0,1,0,0,0,2024-03-27 13:06:43.240040
Bulk Update,Desk,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:01:29.575802
Buying Settings,Buying,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2026-01-02 18:16:35.885540
Calendar View,Desk,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:01:29.668268
Call Log,Telephony,0,0,0,0,field:id,By fieldname,from,,creation,DESC,0,0,0,0,0,,0,1,0,1,0,0,0,2025-12-29 10:37:26.183502
Campaign,CRM,0,0,0,0,naming_series:,,,,creation,DESC,1,1,0,1,0,,0,0,0,0,0,0,0,2024-03-27 13:06:43.861206
Campaign Email Schedule,CRM,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:44.019192
Campaign Item,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-06-28 11:04:09.815940
Cashier Closing,Accounts,0,0,0,1,naming_series:,"By ""Naming Series"" field",,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:44.260440
Cashier Closing Payments,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:44.414987
Certificate,YAM Agri Core,1,0,0,0,,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2026-02-22 16:03:42.383090
Changelog Feed,Desk,0,0,0,0,,,,,creation,DESC,0,1,0,0,0,,1,0,1,1,0,0,1,2024-04-08 18:36:42.203032
Chart of Accounts Importer,Accounts,0,1,0,0,,,,,creation,DESC,1,0,1,0,0,,1,0,1,1,0,0,0,2024-03-27 13:06:44.535780
Cheque Print Template,Accounts,0,0,0,0,field:bank_name,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-03-27 13:06:44.654989
Client Script,Custom,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,0,0,1,0,,0,1,0,0,0,0,0,2024-03-23 16:01:29.862624
Closed Document,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:44.854280
Code List,EDI,0,0,0,0,prompt,Set by user,title,description,creation,DESC,0,1,1,0,0,,0,0,0,0,0,0,0,2024-11-16 17:01:40.260293
Color,Website,0,0,0,0,Prompt,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:01:29.982660
Comment,Core,0,0,0,0,,,comment_type,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-08-14 16:10:15.413830
Common Code,EDI,0,0,0,0,hash,Random,title,"common_code,description",creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2025-10-04 17:22:28.176155
Communication,Core,0,0,0,0,,,subject,subject,creation,DESC,0,0,0,1,0,,0,1,0,0,0,0,0,2025-12-25 19:19:29.427081
Communication Link,Core,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-11-08 11:07:13.960236
Communication Medium,Communication,0,0,0,0,Prompt,,,,creation,ASC,0,0,0,0,0,,0,1,0,0,0,0,0,2024-03-27 13:06:45.112268
Communication Medium Timeslot,Communication,0,0,1,0,,,,,creation,ASC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:45.252082
Company,Setup,0,0,0,0,field:company_name,By fieldname,,,creation,ASC,0,1,0,1,0,,0,1,0,0,1,1,0,2025-11-16 16:51:27.624096
Company History,Website,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:01:30.539017
Competitor,CRM,0,0,0,0,field:competitor_name,By fieldname,,,creation,DESC,1,1,0,0,0,,1,1,0,0,0,0,0,2024-12-10 08:26:38.496003
Competitor Detail,CRM,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:46.068798
Connected App,Integrations,0,0,0,0,,,provider_name,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,1,2024-07-05 08:24:50.182706
Console Log,Desk,0,0,0,0,format:Log on {timestamp},Expression,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:01:30.816591
Contact,Contacts,0,0,0,0,,By script,full_name,,creation,DESC,0,1,0,1,0,,0,0,0,0,0,0,0,2024-03-23 16:01:30.937045
Contact Email,Contacts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:01:31.173691
Contact Phone,Contacts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:01:31.293047
Contact Us Settings,Website,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2025-08-22 12:59:39.463182
Contract,CRM,0,0,0,1,CON-.YYYY.-.#####,Expression,party_name,"party_type, party_name, contract_template",creation,DESC,0,1,0,1,0,,1,1,0,0,0,1,0,2025-12-24 21:33:51.240497
Contract Fulfilment Checklist,CRM,0,0,1,1,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:46.377767
Contract Template,CRM,0,0,0,0,field:title,,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:46.495091
Contract Template Fulfilment Terms,CRM,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:46.655043
Cost Center,Accounts,0,0,0,0,,,,"parent_cost_center, is_group",creation,ASC,0,0,1,1,0,,0,0,0,0,1,1,0,2025-01-22 10:46:42.904001
Cost Center Allocation,Accounts,0,0,0,1,CC-ALLOC-.#####,Expression (old style),,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:06:46.938642
Cost Center Allocation Percentage,Accounts,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:06:47.100633
Country,Geo,0,0,0,0,field:country_name,By fieldname,,,country_name,ASC,1,0,0,1,0,,0,1,0,0,0,0,0,2025-01-03 13:01:46.030113
Coupon Code,Accounts,0,0,0,0,field:coupon_name,By fieldname,coupon_name,,creation,DESC,0,0,0,1,0,,1,1,0,0,0,0,0,2024-11-19 16:35:11.836441
CRM Note,CRM,0,0,1,0,autoincrement,Autoincrement,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:06:47.394005
CRM Settings,CRM,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2026-01-02 18:18:52.204988
Crop,YAM Agri Core,1,0,0,0,field:crop_name,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2026-02-22 16:33:29.024746
Currency,Geo,0,0,0,0,field:currency_name,By fieldname,,,creation,DESC,0,1,0,1,0,,0,1,0,0,0,0,0,2024-03-23 16:01:31.809369
Currency Exchange,Setup,0,0,0,0,,,,,name,DESC,1,0,0,1,0,,0,0,0,0,0,0,0,2018-05-15 11:23:35.639039
Currency Exchange Settings,Accounts,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2026-01-02 18:19:02.873815
Currency Exchange Settings Details,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:47.819210
Currency Exchange Settings Result,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:47.937025
Custom DocPerm,Core,0,0,0,0,hash,Random,parent,,creation,ASC,0,0,0,1,0,,1,0,1,0,0,0,0,2025-05-22 16:59:35.484376
Custom Field,Custom,0,0,0,0,,,,"dt,label,fieldtype,options",creation,DESC,0,0,0,1,0,,0,1,0,0,0,0,0,2025-11-12 01:14:24.753774
Custom HTML Block,Desk,0,0,0,0,prompt,Set by user,,,creation,DESC,0,1,0,0,0,,0,1,0,0,0,0,0,2024-03-23 16:02:15.380899
Custom Role,Core,0,0,0,0,hash,,,,creation,DESC,0,0,0,1,0,,1,0,1,0,0,0,0,2024-03-23 16:02:15.554679
Customer,Selling,0,0,0,0,naming_series:,"By ""Naming Series"" field",customer_name,"customer_group,territory, mobile_no,primary_address",creation,DESC,1,1,0,1,0,,0,1,0,0,0,1,0,2026-01-21 17:23:42.151114
Customer Credit Limit,Selling,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:06:48.432478
Customer Group,Setup,0,0,0,0,field:customer_group_name,By fieldname,,parent_customer_group,creation,DESC,0,1,0,1,0,,0,0,0,0,1,1,0,2025-12-02 13:58:03.378607
Customer Group Item,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:48.735688
Customer Item,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:48.844074
Customer Number At Supplier,Buying,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-04-27 12:06:04.146431
Customize Form,Custom,0,1,0,0,DL.####,Expression (old style),,doc_type,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-09-23 07:13:52.631903
Customize Form Field,Custom,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-12-23 14:17:10.458916
Customs Tariff Number,Stock,0,0,0,0,field:tariff_number,,,,creation,DESC,1,1,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:48.957880
