name,module,custom,issingle,istable,is_submittable,autoname,naming_rule,title_field,search_fields,sort_field,sort_order,quick_entry,allow_rename,allow_copy,allow_import,allow_guest_to_view,restrict_to_domain,editable_grid,track_changes,read_only,in_create,is_tree,show_name_in_global_search,beta,modified
List View Settings,Desk,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,0,0,0,0,,1,1,1,0,0,0,0,2025-12-12 14:26:20.920434
Location,Assets,0,0,0,0,field:location_name,By fieldname,,,creation,DESC,1,1,0,1,0,,1,1,0,0,1,1,0,2025-04-29 13:53:13.488906
Log Setting User,Core,0,0,1,0,field:user,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:29.303855
Log Settings,Core,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:29.392292
Logs To Clear,Core,0,0,1,0,hash,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:03:29.489001
Lost Reason Detail,CRM,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:02.759568
Lot,YAM Agri Core,1,0,0,0,,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2026-02-22 16:03:42.509024
Lot Transformation,Yam Agri Qms Trace,1,0,0,0,XFORM-.YYYY.-.#####,Expression,,,creation,DESC,0,0,0,1,0,,0,1,0,0,0,0,0,2026-02-22 08:45:33.573322
Lot Transformation Line,Yam Agri Qms Trace,1,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2026-02-22 08:25:13.659154
Lower Deduction Certificate,Regional,0,0,0,0,field:certificate_no,By fieldname,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-04-18 15:25:25.808355
Loyalty Point Entry,Accounts,0,0,0,0,,,customer,,creation,DESC,1,0,0,0,0,,1,1,0,1,0,0,0,2024-07-01 08:51:13.927009
Loyalty Point Entry Redemption,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:03.240439
Loyalty Program,Accounts,0,0,0,0,field:loyalty_program_name,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:03.361383
Loyalty Program Collection,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,0,1,0,0,0,0,0,2024-09-06 09:26:03.323912
Maintenance Schedule,Maintenance,0,0,0,1,naming_series:,"By ""Naming Series"" field",,"status,customer,customer_name",creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-03-27 13:10:03.659952
Maintenance Schedule Detail,Maintenance,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:03.867515
Maintenance Schedule Item,Maintenance,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:03.992727
Maintenance Team Member,Assets,0,0,1,0,field:team_member,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:04.127108
Maintenance Visit,Maintenance,0,0,0,1,naming_series:,"By ""Naming Series"" field",customer_name,"status,maintenance_type,customer,customer_name,mntc_date,company",creation,DESC,0,0,0,0,0,,0,0,0,0,0,1,0,2024-03-27 13:10:04.257508
Maintenance Visit Purpose,Maintenance,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:04.435746
Manufacturer,Stock,0,0,0,0,field:short_name,,short_name,"short_name, full_name",creation,DESC,0,1,0,1,0,,0,0,0,0,0,1,0,2024-03-27 13:10:04.558108
Manufacturing Settings,Manufacturing,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2026-01-02 18:18:05.759229
Market Segment,CRM,0,0,0,0,field:market_segment,By fieldname,,,creation,DESC,1,1,0,0,0,,1,1,0,0,0,0,0,2025-12-17 12:09:34.687368
Master Production Schedule,Manufacturing,0,0,0,0,naming_series:,"By ""Naming Series"" field",,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2025-11-13 19:15:36.090622
Master Production Schedule Item,Manufacturing,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-09-02 19:41:27.167095
Material Request,Stock,0,0,0,1,naming_series:,"By ""Naming Series"" field",title,"status,transaction_date",creation,DESC,1,0,0,1,0,,0,0,0,0,0,1,0,2026-01-21 12:48:40.792323
Material Request Item,Stock,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2026-01-06 20:47:27.317226
Material Request Plan Item,Manufacturing,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-10-30 17:01:25.996352
Milestone,Automation,0,0,0,0,,,reference_type,,creation,DESC,1,0,0,0,0,,0,1,0,1,0,0,0,2024-03-23 16:03:29.694506
Milestone Tracker,Automation,0,0,0,0,format:{document_type}-{track_field},,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2024-03-23 16:03:29.801483
Mode of Payment,Accounts,0,0,0,0,field:mode_of_payment,,,,creation,ASC,1,1,0,1,0,,0,0,0,0,0,1,0,2024-08-16 19:22:42.942264
Mode of Payment Account,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:05.748999
Module Def,Core,0,0,0,0,field:module_name,By fieldname,,,creation,DESC,0,1,0,0,0,,0,1,0,0,0,1,0,2024-09-18 12:39:19.512528
Module Onboarding,Desk,0,0,0,0,Prompt,,,,creation,DESC,0,0,0,0,0,,1,1,1,0,0,0,0,2024-03-23 16:03:30.074327
Module Profile,Core,0,0,0,0,field:module_profile_name,By fieldname,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:30.237678
Monthly Distribution,Accounts,0,0,0,0,field:distribution_id,By fieldname,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-03-27 13:10:05.873547
Monthly Distribution Percentage,Accounts,0,0,1,0,hash,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:06.023385
Navbar Item,Core,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,0,1,0,0,0,0,0,2024-11-15 14:12:19.803995
Navbar Settings,Core,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-05-01 14:09:54.587137
Network Printer Settings,Printing,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:30.772015
Non Conformance,Quality Management,0,0,0,0,format:QA-NC-{#####},,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:06.304357
Nonconformance,YAM Agri Core,1,0,0,0,,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2026-02-22 16:03:42.616409
Note,Desk,0,0,0,0,hash,Random,title,,creation,DESC,1,0,0,0,0,,0,1,0,0,0,0,0,2025-03-26 18:19:45.079747
Note Seen By,Desk,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:03:31.419397
Notification,Email,0,0,0,0,Prompt,Set by user,subject,,creation,DESC,0,1,0,0,0,,0,1,0,0,0,0,0,2025-10-21 23:14:52.345857
Notification Log,Desk,0,0,0,0,,,subject,,creation,DESC,0,0,0,0,0,,1,0,0,1,0,0,0,2025-05-30 20:17:44.969738
Notification Recipient,Email,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:03:31.847915
Notification Settings,Desk,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,0,0,0,0,,1,1,1,1,0,0,0,2025-04-16 17:15:25.641232
Notification Subscribed Document,Desk,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:32.089922
Number Card,Desk,0,0,0,0,,,label,"label, document_type",creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2025-09-17 21:00:11.351605
Number Card Link,Desk,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:32.353267
OAuth Authorization Code,Integrations,0,0,0,0,field:authorization_code,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:03:32.445085
OAuth Bearer Token,Integrations,0,0,0,0,field:access_token,By fieldname,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-04-17 17:57:52.268893
OAuth Client,Integrations,0,0,0,0,,,app_name,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-07-04 14:07:36.146393
OAuth Client Role,Integrations,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-04-29 12:16:48.018031
OAuth Provider Settings,Integrations,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:32.808772
OAuth Scope,Integrations,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:32.890426
OAuth Settings,Integrations,0,1,0,0,,,,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2025-07-04 15:01:45.453238
Onboarding Permission,Desk,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:32.987560
Onboarding Step,Desk,0,0,0,0,prompt,Set by user,,,creation,DESC,1,0,0,0,0,,1,1,1,0,0,0,0,2024-03-23 16:03:33.078443
Onboarding Step Map,Desk,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:33.218395
Opening Invoice Creation Tool,Accounts,0,1,0,0,,,,,creation,DESC,1,0,1,0,0,,1,1,0,0,0,0,1,2024-03-27 13:10:06.564397
Opening Invoice Creation Tool Item,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-12-01 16:18:07.997594
Operation,Manufacturing,0,0,0,0,Prompt,Set by user,,,creation,DESC,1,1,0,1,0,,0,1,0,0,0,0,0,2025-08-04 16:14:57.659318
Opportunity,CRM,0,0,0,0,naming_series:,"By ""Naming Series"" field",title,"status,transaction_date,party_name,opportunity_type,territory,company",creation,DESC,0,1,0,1,0,,1,0,0,0,0,1,0,2025-08-11 13:35:39.476016
Opportunity Item,CRM,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:07.307773
Opportunity Lost Reason,CRM,0,0,0,0,field:lost_reason,,,,creation,DESC,1,1,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:07.445661
Opportunity Lost Reason Detail,CRM,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:07.582746
Opportunity Type,CRM,0,0,0,0,Prompt,Set by user,,,creation,DESC,1,0,0,1,0,,1,1,0,0,0,0,0,2024-03-27 13:10:07.690090
Overdue Payment,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:07.823644
Package,Core,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:33.307130
Package Import,Core,0,0,0,0,format:Package Import at {creation},Expression,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:33.422131
Package Release,Core,0,0,0,0,,By script,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:33.536719
Packed Item,Stock,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-07-09 19:12:45.850219
Packing Slip,Stock,0,0,0,1,MAT-PAC-.YYYY.-.#####,Expression (old style),,delivery_note,creation,DESC,0,0,0,1,0,,0,0,0,0,0,1,0,2024-03-27 13:10:08.149919
Packing Slip Item,Stock,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:08.352880
Page,Core,0,0,0,0,field:page_name,By fieldname,,,creation,DESC,0,1,0,0,0,,0,1,0,0,0,0,0,2024-03-23 16:03:33.657255
Party Account,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:08.489183
Party Link,Accounts,0,0,0,0,ACC-PT-LNK-.###.,,primary_party,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:08.607170
Party Specific Item,Selling,0,0,0,0,,,party,,creation,DESC,0,0,0,1,0,,1,1,0,0,0,0,0,2024-03-27 13:10:08.752476
Party Type,Setup,0,0,0,0,field:party_type,,,,creation,DESC,0,0,0,0,0,,1,1,0,1,0,1,0,2024-03-27 13:10:08.874345
Patch Log,Core,0,0,0,0,hash,Random,patch,,creation,DESC,1,0,0,0,0,,0,1,0,0,0,0,0,2024-03-23 16:03:34.014409
Pause SLA On Status,Support,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:09.017196
Payment Entry,Accounts,0,0,0,1,naming_series:,"By ""Naming Series"" field",title,,creation,DESC,0,0,0,1,0,,0,1,0,0,0,1,0,2025-12-18 13:56:40.206038
Payment Entry Deduction,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2025-08-13 06:52:46.130142
Payment Entry Reference,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2026-01-05 14:18:03.286224
Payment Gateway Account,Accounts,0,0,0,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-07-14 16:49:55.210352
Payment Ledger Entry,Accounts,0,0,0,0,,,,"voucher_no, against_voucher_no",creation,DESC,0,1,0,0,0,,1,0,0,1,0,0,0,2024-03-27 13:10:09.967095
Payment Order,Accounts,0,0,0,1,naming_series:,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:10.186727
Payment Order Reference,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:10.347330
Payment Reconciliation,Accounts,0,1,0,0,,,,,creation,DESC,0,0,1,0,0,,0,0,0,0,0,0,0,2024-04-23 12:38:29.557315
Payment Reconciliation Allocation,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-08-20 19:12:50.406769
Payment Reconciliation Invoice,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:10.857341
Payment Reconciliation Payment,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-10-29 16:24:43.021230
Payment Request,Accounts,0,0,0,1,naming_series:,"By ""Naming Series"" field",,,creation,DESC,0,0,0,0,0,,0,0,0,1,0,0,0,2025-08-29 11:52:48.555415
Payment Schedule,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-07-31 08:38:25.820701
Payment Term,Accounts,0,0,0,0,field:payment_term_name,,,,creation,DESC,1,1,0,1,0,,1,1,0,0,0,0,0,2024-03-27 13:10:11.511137
Payment Terms Template,Accounts,0,0,0,0,field:template_name,By fieldname,,,creation,DESC,0,1,0,1,0,,1,1,0,0,0,0,0,2024-04-07 11:26:42.021585
Payment Terms Template Detail,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:11.829680
Pegged Currencies,Accounts,0,1,0,0,,,,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2025-06-02 11:46:31.936714
Pegged Currency Details,Accounts,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-06-17 14:11:16.521193
Period Closing Voucher,Accounts,0,0,0,1,ACC-PCV-.YYYY.-.#####,Expression (old style),closing_account_head,"fiscal_year, period_start_date, period_end_date",creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-08-30 17:22:45.291628
Permission Inspector,Core,0,1,0,0,,,,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,1,2024-03-23 16:03:34.140177
Permission Log,Core,0,0,0,0,hash,Random,changed_by,,modified,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-09-25 17:23:31.599897
Permission Type,Core,0,0,0,0,,,,,creation,DESC,0,0,0,0,0,,0,0,1,1,0,0,0,2025-11-13 16:17:58.536849
Personal Data Deletion Request,Website,0,0,0,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:34.247405
Personal Data Deletion Step,Website,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:34.371453
Personal Data Download Request,Website,0,0,0,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:34.487641
Pick List,Stock,0,0,0,1,naming_series:,"By ""Naming Series"" field",,,modified,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-10-03 18:36:52.282355
Pick List Item,Stock,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-12-18 21:09:12.737036
Plaid Settings,ERPNext Integrations,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:13.672028
Plant Floor,Manufacturing,0,0,0,0,field:floor_name,By fieldname,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2024-09-25 10:27:41.139634
Portal Menu Item,Website,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:03:34.594033
Portal Settings,Website,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2024-03-23 16:03:34.722063
Portal User,Utilities,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:13.951962
POS Closing Entry,Accounts,0,0,0,1,POS-CLO-.YYYY.-.#####,Expression (old style),,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-06-14 02:38:14.962291
POS Closing Entry Detail,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:14.302402
POS Closing Entry Taxes,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-06-06 11:54:02.414461
POS Customer Group,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:14.539093
POS Field,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:14.648160
POS Invoice,Accounts,0,0,0,1,naming_series:,"By ""Naming Series"" field",customer_name,"posting_date, due_date, customer, base_grand_total, outstanding_amount",creation,DESC,0,0,0,1,0,,0,1,0,0,0,1,0,2026-01-29 21:20:51.376875
POS Invoice Item,Accounts,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-11-12 18:11:11.818015
POS Invoice Merge Log,Accounts,0,0,0,1,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-07-02 17:08:04.747202
POS Invoice Reference,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:15.790122
POS Item Group,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:15.920412
POS Opening Entry,Accounts,0,0,0,1,POS-OPE-.YYYY.-.#####,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:16.034296
POS Opening Entry Detail,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:16.209635
POS Payment Method,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:16.345262
POS Profile,Accounts,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2025-06-24 11:19:19.834905
POS Profile User,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:16.846276
POS Search Fields,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-07-29 18:08:40.323579
POS Settings,Accounts,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2026-01-09 17:30:41.476806
Prepared Report,Core,0,0,0,0,hash,Random,report_name,,creation,DESC,0,0,0,0,0,,1,0,0,1,0,0,0,2024-12-20 10:18:19.174608
Price List,Stock,0,0,0,0,field:price_list_name,By fieldname,,currency,creation,ASC,0,1,0,1,0,,0,0,0,0,0,1,0,2024-08-16 19:41:19.591111
Price List Country,Stock,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:17.401786
Pricing Rule,Accounts,0,0,0,0,naming_series:,"By ""Naming Series"" field",title,,creation,DESC,0,1,0,1,0,,0,0,0,0,0,1,0,2025-08-20 11:40:07.096854
Pricing Rule Brand,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:17.857046
Pricing Rule Detail,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:17.968137
Pricing Rule Item Code,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:18.103860
Pricing Rule Item Group,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:18.221095
Print Format,Printing,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,1,0,0,0,,0,1,0,0,0,0,0,2025-09-23 10:39:51.123539
Print Format Field Template,Printing,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:35.138827
Print Heading,Printing,0,0,0,0,field:print_heading,By fieldname,,print_heading,creation,DESC,1,1,0,1,0,,0,0,0,0,0,0,0,2025-06-26 05:40:55.559700
Print Settings,Printing,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,0,1,0,0,0,0,0,2026-01-10 11:54:14.176810
Print Style,Printing,0,0,0,0,field:print_style_name,,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:35.511731
Process Deferred Accounting,Accounts,0,0,0,1,ACC-PDA-.#####,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:18.458661
Process Payment Reconciliation,Accounts,0,0,0,1,format:ACC-PPR-{#####},Expression,company,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-01-08 08:22:14.798085
Process Payment Reconciliation Log,Accounts,0,0,0,0,format:PPR-LOG-{##},Expression,,"allocated, reconciled, total_allocations, reconciled_entries",creation,DESC,0,0,0,0,0,,1,0,0,1,0,0,0,2025-01-08 08:22:19.104975
Process Payment Reconciliation Log Allocations,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-01-23 16:09:01.058574
Process Period Closing Voucher,Accounts,0,0,0,1,format:Process-PCV-{###},Expression,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2025-11-05 11:40:24.996403
Process Period Closing Voucher Detail,Accounts,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2025-10-20 12:03:59.106931
Process Statement Of Accounts,Accounts,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2025-10-07 12:19:20.719898
Process Statement Of Accounts CC,Accounts,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2024-12-11 12:10:39.772598
Process Statement Of Accounts Customer,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:19.335889
Process Subscription,Accounts,0,0,0,1,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:19.450675
Product Bundle,Selling,0,0,0,0,,,,,creation,ASC,0,0,0,1,0,,0,0,0,0,0,0,0,2024-03-27 13:10:19.599302
Product Bundle Item,Selling,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-05-08 10:08:01.818998
Production Plan,Manufacturing,0,0,0,1,naming_series:,"By ""Naming Series"" field",,,creation,ASC,0,0,0,0,0,,0,0,0,0,0,0,0,2025-08-12 19:48:09.302503
Production Plan Item,Manufacturing,0,0,1,0,hash,Random,,,creation,ASC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-06-03 13:10:20.252166
Production Plan Item Reference,Manufacturing,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-05-07 17:47:36.244083
